AERMET VERSION 26135
LOCATION 99999     41.300N     74.000W  0 
FILE TYPE: QAOUT
THRESHOLD  0.300
OVERLAND
DATES 1988 03 01 1988 03 05
RANGE MHGT     0 <     4000   -999
RANGE SANN     0 <=      95    -99
RANGE SWNN     0 <        3    -99
RANGE TTNN   -30 <       40    -99
RANGE WDNN     0 <=     360   -999
RANGE WSNN     0 <       50   -999
HTNN FIRST-LAST LEVELS   1   3
SANN FIRST-LAST LEVELS   1   3
SWNN FIRST-LAST LEVELS   1   3
TTNN FIRST-LAST LEVELS   1   3
WDNN FIRST-LAST LEVELS   1   3
WSNN FIRST-LAST LEVELS   1   3
DATE       HR     LEV         HTNN         MHGT         TSKC         SANN         SWNN         TTNN         WDNN         WSNN
19880304   19       2     50.00000   -999.00000     99.00000     20.90000      0.47300     10.55000    274.04000      4.11000
19880304   19       3    100.00000   -999.00000     99.00000     24.10000      0.54400     10.25000    280.04000      4.72000
19880304   20       1     10.00000    774.70000      6.00000     26.90000      0.26100      9.65000    272.69000      2.35000
19880304   20       2     50.00000   -999.00000     99.00000     31.70000      0.30800      9.35000    278.69000      3.24000
19880304   20       3    100.00000   -999.00000     99.00000     36.40000      0.35400      9.05000    284.69000      3.72000
19880304   21       1     10.00000    474.40000      6.00000     29.30000      0.14900      7.80000    257.73000      2.12000
19880304   21       2     50.00000   -999.00000     99.00000     34.50000      0.17600      7.50000    263.73000      2.93000
19880304   21       3    100.00000   -999.00000     99.00000     39.70000      0.20200      7.20000    269.73000      3.36000
19880304   22       1     10.00000    175.60000      5.00000     37.20000      0.04900      7.38000    257.20000      2.28000
19880304   22       2     50.00000   -999.00000     99.00000     43.70000      0.05800      8.18000    263.20000      3.15000
19880304   22       3    100.00000   -999.00000     99.00000     50.30000      0.06700      8.98000    269.20000      3.61000
19880304   23       1     10.00000    385.30000      3.00000     39.90000      0.04300      6.23000    264.64000      1.80000
19880304   23       2     50.00000   -999.00000     99.00000     46.90000      0.05000      7.03000    270.64000      2.48000
19880304   23       3    100.00000   -999.00000     99.00000     54.00000      0.05800      7.83000    276.64000      2.85000
19880304   24       1     10.00000    187.90000      0.00000     40.50000      0.01700      4.57000    269.98000      1.58000
19880304   24       2     50.00000   -999.00000     99.00000     47.70000      0.02000      5.37000    275.98000      2.19000
19880304   24       3    100.00000   -999.00000     99.00000     54.80000      0.02300      6.17000    281.98000      2.51000
19880305   01       1     10.00000    301.60000      4.00000     36.90000      0.05300      2.03000    269.65000      1.72000
19880305   01       2     50.00000   -999.00000     99.00000     43.40000      0.06200      2.83000    275.65000      2.38000
19880305   01       3    100.00000   -999.00000     99.00000     49.90000      0.07200      3.63000    281.65000      2.73000
19880305   02       1     10.00000    226.30000      4.00000     38.80000      0.07100      2.44000    266.94000      1.89000
19880305   02       2     50.00000   -999.00000     99.00000     45.70000      0.08400      3.24000    272.94000      2.60000
19880305   02       3    100.00000   -999.00000     99.00000     52.50000      0.09700      4.04000    278.94000      2.99000
19880305   03       1     10.00000    216.20000      2.00000     36.90000      0.05500      3.03000    258.30000      2.28000
19880305   03       2     50.00000   -999.00000     99.00000     43.40000      0.06500      3.83000    264.30000      3.15000
19880305   03       3    100.00000   -999.00000     99.00000     50.00000      0.07500      4.63000    270.30000      3.62000
19880305   04       1     10.00000    222.80000      5.00000     39.30000      0.06800      4.34000    260.70000      1.65000
19880305   04       2     50.00000   -999.00000     99.00000     46.20000      0.08000      5.14000    266.70000      2.28000
19880305   04       3    100.00000   -999.00000     99.00000     53.20000      0.09200      5.94000    272.70000      2.62000
19880305   05       1     10.00000    347.00000      3.00000     39.10000      0.08800      5.95000    267.00000      1.89000
19880305   05       2     50.00000   -999.00000     99.00000     46.00000      0.10300      6.75000    273.00000      2.61000
19880305   05       3    100.00000   -999.00000     99.00000     52.90000      0.11900      7.55000    279.00000      2.99000
19880305   06       1     10.00000    377.10000      1.00000     36.10000      0.02300      7.29000    270.23000      1.87000
19880305   06       2     50.00000   -999.00000     99.00000     42.40000      0.02700      8.09000    276.23000      2.57000
19880305   06       3    100.00000   -999.00000     99.00000     48.80000      0.03100      8.89000    282.23000      2.96000
19880305   07       1     10.00000    524.40000      3.00000     30.60000      0.15900      8.25000    264.50000      2.08000
19880305   07       2     50.00000   -999.00000     99.00000     36.00000      0.18700      7.95000    270.50000      2.87000
19880305   07       3    100.00000   -999.00000     99.00000     41.40000      0.21500      7.65000    276.50000      3.29000
19880305   08       1     10.00000    692.10000      5.00000     24.90000      0.26400      9.60000    257.64000      2.35000
19880305   08       2     50.00000   -999.00000     99.00000     29.30000      0.31000      9.30000    263.64000      3.24000
19880305   08       3    100.00000   -999.00000     99.00000     33.70000      0.35700      9.00000    269.64000      3.72000
19880305   09       1     10.00000   1046.60000      0.00000     18.20000      0.34200     10.63000    267.76000      2.60000
19880305   09       2     50.00000   -999.00000     99.00000     21.40000      0.40300     10.33000    273.76000      3.59000
19880305   09       3    100.00000   -999.00000     99.00000     24.60000      0.46300     10.03000    279.76000      4.12000
19880305   10       1     10.00000   1215.10000      5.00000     14.60000      0.48300     12.33000    259.90000      3.24000
19880305   10       2     50.00000   -999.00000     99.00000     17.20000      0.56800     12.03000    265.90000      4.48000
19880305   10       3    100.00000   -999.00000     99.00000     19.80000      0.65400     11.73000    271.90000      5.14000
19880305   11       1     10.00000   1283.10000      4.00000      8.00000      0.51700     13.06000    262.14000      3.23000
19880305   11       2     50.00000   -999.00000     99.00000      9.40000      0.60800     12.76000    268.14000      4.45000
19880305   11       3    100.00000   -999.00000     99.00000     10.80000      0.69900     12.46000    274.14000      5.12000
19880305   12       1     10.00000   1458.80000      4.00000      6.60000      0.58500     14.30000    265.80000      3.31000
19880305   12       2     50.00000   -999.00000     99.00000      7.80000      0.68800     14.00000    271.80000      4.57000
19880305   12       3    100.00000   -999.00000     99.00000      8.90000      0.79100     13.70000    277.80000      5.25000
19880305   13       1     10.00000   1535.30000      4.00000      2.40000      0.66600     15.29000    270.20000      3.33000
19880305   13       2     50.00000   -999.00000     99.00000      2.80000      0.78300     14.99000    276.20000      4.59000
19880305   13       3    100.00000   -999.00000     99.00000      3.20000      0.90100     14.69000    282.20000      5.28000
19880305   14       1     10.00000   1477.90000      6.00000      4.90000      0.66800     14.55000    269.10000      3.47000
19880305   14       2     50.00000   -999.00000     99.00000      5.80000      0.78600     14.25000    275.10000      4.79000
19880305   14       3    100.00000   -999.00000     99.00000      6.60000      0.90400     13.95000    281.10000      5.50000
19880305   15       1     10.00000   1467.00000      3.00000      3.00000      0.67500     14.87000    268.17000      3.23000
19880305   15       2     50.00000   -999.00000     99.00000      3.50000      0.79400     14.57000    274.17000      4.46000
19880305   15       3    100.00000   -999.00000     99.00000      4.00000      0.91300     14.27000    280.17000      5.12000
19880305   16       1     10.00000   1378.40000      1.00000      6.40000      0.57700     14.05000    257.22000      3.47000
19880305   16       2     50.00000   -999.00000     99.00000      7.50000      0.67900     13.75000    263.22000      4.78000
19880305   16       3    100.00000   -999.00000     99.00000      8.60000      0.78100     13.45000    269.22000      5.50000
19880305   17       1     10.00000   1321.40000      0.00000     12.20000      0.52800     13.09000    259.46000      3.51000
19880305   17       2     50.00000   -999.00000     99.00000     14.30000      0.62100     12.79000    265.46000      4.84000
19880305   17       3    100.00000   -999.00000     99.00000     16.50000      0.71400     12.49000    271.46000      5.56000
19880305   18       1     10.00000   1225.40000      5.00000     14.50000      0.46200     12.28000    260.90000      3.20000
19880305   18       2     50.00000   -999.00000     99.00000     17.00000      0.54300     11.98000    266.90000      4.42000
19880305   18       3    100.00000   -999.00000     99.00000     19.60000      0.62500     11.68000    272.90000      5.08000
19880305   19       1     10.00000   1024.90000      1.00000     20.80000      0.37400     11.05000    261.42000      3.14000
19880305   19       2     50.00000   -999.00000     99.00000     24.50000      0.44000     10.75000    267.42000      4.33000
19880305   19       3    100.00000   -999.00000     99.00000     28.20000      0.50600     10.45000    273.42000      4.97000
19880305   20       1     10.00000    724.50000      0.00000     25.70000      0.32100      9.57000    261.78000      2.88000
19880305   20       2     50.00000   -999.00000     99.00000     30.20000      0.37800      9.27000    267.78000      3.97000
19880305   20       3    100.00000   -999.00000     99.00000     34.70000      0.43400      8.97000    273.78000      4.56000
19880305   21       1     10.00000    531.60000      6.00000     33.00000      0.15700      7.65000    262.32000      2.22000
19880305   21       2     50.00000   -999.00000     99.00000     38.80000      0.18400      7.35000    268.32000      3.07000
19880305   21       3    100.00000   -999.00000     99.00000     44.60000      0.21200      7.05000    274.32000      3.52000
19880305   22       1     10.00000    292.90000      2.00000     39.70000      0.01700      7.61000    260.74000      2.27000
19880305   22       2     50.00000   -999.00000     99.00000     46.70000      0.02000      8.41000    266.74000      3.13000
19880305   22       3    100.00000   -999.00000     99.00000     53.70000      0.02300      9.21000    272.74000      3.60000
19880305   23       1     10.00000    246.50000      4.00000     39.90000      0.09200      5.97000    267.62000      2.12000
19880305   23       2     50.00000   -999.00000     99.00000     46.90000      0.10800      6.77000    273.62000      2.93000
19880305   23       3    100.00000   -999.00000     99.00000     54.00000      0.12400      7.57000    279.62000      3.36000
19880305   24       1     10.00000    391.30000      6.00000     36.20000      0.08000      3.97000    262.31000      1.92000
19880305   24       2     50.00000   -999.00000     99.00000     42.60000      0.09500      4.77000    268.31000      2.65000
19880305   24       3    100.00000   -999.00000     99.00000     49.00000      0.10900      5.57000    274.31000      3.04000
