RLINEv1_2   
SOURCE FILE: Ral2006_Source.txt (8 Sources)
RECEPTOR FILE: Ral2006_Receptors.txt (2 Receptors)
SURFACE FILE: Ral_2006_NO.sfc
Error Limit:  1.000E-03
Displacement Height:      5.000*z0
Concentrations from: Plume and Meander
Roadway configurations used: N 
Roadway #Lanes Option : N 
Integraton option: Numerical
 
 Year, Julian_Day, Hour, X-Coordinate, Y-Coordinate, Z-Coordinate, C_RFS,
    6,    1,   15,       12.930,       30.360,        2.000,   0.459546E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.373764E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.240951E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.254926E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.137991E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.321844E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.196244E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.492497E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.311303E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.520413E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.339165E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.512443E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.339748E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.562036E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.366341E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.471607E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.287998E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.591425E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.373192E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.562823E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.345865E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.449843E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.243147E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.505553E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.299477E+06, 
    6,    1,   18,        9.010,       21.160,        2.000,   0.601368E+06, 
    6,    1,   18,       12.930,       30.360,        2.000,   0.367824E+06, 
    6,    1,   18,        9.010,       21.160,        2.000,   0.598906E+06, 
    6,    1,   18,       12.930,       30.360,        2.000,   0.373957E+06, 
    6,    1,   18,        9.010,       21.160,        2.000,   0.653581E+06, 
    6,    1,   18,       12.930,       30.360,        2.000,   0.397106E+06, 
    6,    1,   18,        9.010,       21.160,        2.000,   0.650605E+06, 
    6,    1,   18,       12.930,       30.360,        2.000,   0.392334E+06, 
    6,    1,   18,        9.010,       21.160,        2.000,   0.467424E+06, 
    6,    1,   18,       12.930,       30.360,        2.000,   0.280874E+06, 
    6,    1,   18,        9.010,       21.160,        2.000,   0.670507E+06, 
    6,    1,   18,       12.930,       30.360,        2.000,   0.419773E+06, 
    6,    1,   19,        9.010,       21.160,        2.000,   0.693361E+06, 
    6,    1,   19,       12.930,       30.360,        2.000,   0.417305E+06, 
    6,    1,    6,        9.010,       21.160,        2.000,   0.185858E+07, 
    6,    1,    6,       12.930,       30.360,        2.000,   0.150876E+07, 
    6,    1,    6,        9.010,       21.160,        2.000,   0.178098E+07, 
    6,    1,    6,       12.930,       30.360,        2.000,   0.118943E+07, 
    6,    1,    6,        9.010,       21.160,        2.000,   0.132613E+07, 
    6,    1,    6,       12.930,       30.360,        2.000,   0.927542E+06, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.129238E+07, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.939952E+06, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.147107E+07, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.114944E+07, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.124548E+07, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.882252E+06, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.119305E+07, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.765644E+06, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.775299E+06, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.421366E+06, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.818932E+06, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.473150E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.971488E+06, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.583704E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.103098E+07, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.725708E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.105714E+07, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.738651E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.106367E+07, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.771361E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.892997E+06, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.635480E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.819729E+06, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.559451E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.798211E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.504762E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.683610E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.402311E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.713393E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.450099E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.684846E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.413800E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.623431E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.376116E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.451683E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.245736E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.684682E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.413908E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.408925E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.254355E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.564627E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.362142E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.490310E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.299774E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.458425E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.278934E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.583719E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.345403E+06, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.650356E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.404957E+06, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.401551E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.224036E+06, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.477166E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.304723E+06, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.376603E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.212969E+06, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.502773E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.307454E+06, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.474585E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.287739E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.464519E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.297830E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.590283E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.369936E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.629180E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.436143E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.459901E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.283732E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.401469E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.230075E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.493713E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.308739E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.533768E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.357461E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.384763E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.216295E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.338735E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.192864E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.598641E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.351008E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.589948E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.383251E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.513313E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.333135E+06, 
    6,    1,   14,        9.010,       21.160,        2.000,   0.303133E+06, 
    6,    1,   14,       12.930,       30.360,        2.000,   0.183324E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.501736E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.318055E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.433531E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.275071E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.580490E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.348008E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.542438E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.343541E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.653456E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.494172E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.518990E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.326766E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.408436E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.269378E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.414133E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.257106E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.751261E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.584377E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.897963E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.637568E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.495500E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.336594E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.522213E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.335032E+06, 
    6,    1,   18,        9.010,       21.160,        2.000,   0.567482E+06, 
    6,    1,   18,       12.930,       30.360,        2.000,   0.403962E+06, 
    6,    1,   18,        9.010,       21.160,        2.000,   0.453121E+06, 
    6,    1,   18,       12.930,       30.360,        2.000,   0.317667E+06, 
    6,    1,   18,        9.010,       21.160,        2.000,   0.598946E+06, 
    6,    1,   18,       12.930,       30.360,        2.000,   0.437905E+06, 
    6,    1,   18,        9.010,       21.160,        2.000,   0.556584E+06, 
    6,    1,   18,       12.930,       30.360,        2.000,   0.355044E+06, 
    6,    1,   18,        9.010,       21.160,        2.000,   0.638678E+06, 
    6,    1,   18,       12.930,       30.360,        2.000,   0.388966E+06, 
    6,    1,   18,        9.010,       21.160,        2.000,   0.593950E+06, 
    6,    1,   18,       12.930,       30.360,        2.000,   0.383380E+06, 
    6,    1,   19,        9.010,       21.160,        2.000,   0.739865E+06, 
    6,    1,   19,       12.930,       30.360,        2.000,   0.411134E+06, 
    6,    1,   15,        9.010,       21.160,        2.000,   0.272734E+06, 
    6,    1,   15,       12.930,       30.360,        2.000,   0.163634E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.326360E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.211757E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.441957E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.286688E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.400381E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.245386E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.389086E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.238247E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.324235E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.199604E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.238726E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.143163E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.244421E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.150259E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.399528E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.247285E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.494091E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.307401E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.593133E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.378184E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.380419E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.230056E+06, 
    6,    1,   18,        9.010,       21.160,        2.000,   0.412793E+06, 
    6,    1,   18,       12.930,       30.360,        2.000,   0.256016E+06, 
    6,    1,   18,        9.010,       21.160,        2.000,   0.660904E+06, 
    6,    1,   18,       12.930,       30.360,        2.000,   0.425614E+06, 
    6,    1,   18,        9.010,       21.160,        2.000,   0.270813E+06, 
    6,    1,   18,       12.930,       30.360,        2.000,   0.164695E+06, 
    6,    1,   18,        9.010,       21.160,        2.000,   0.519465E+06, 
    6,    1,   18,       12.930,       30.360,        2.000,   0.317381E+06, 
    6,    1,   18,        9.010,       21.160,        2.000,   0.321263E+06, 
    6,    1,   18,       12.930,       30.360,        2.000,   0.203613E+06, 
    6,    1,   19,        9.010,       21.160,        2.000,   0.433272E+06, 
    6,    1,   19,       12.930,       30.360,        2.000,   0.278492E+06, 
    6,    1,    6,        9.010,       21.160,        2.000,   0.184736E+06, 
    6,    1,    6,       12.930,       30.360,        2.000,   0.114827E+06, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.184120E+06, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.112654E+06, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.182677E+06, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.111824E+06, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.160829E+06, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.958114E+05, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.137157E+06, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.813746E+05, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.131236E+06, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.829728E+05, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.151769E+06, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.949149E+05, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.192019E+06, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.122187E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.151433E+06, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.945625E+05, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.176104E+06, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.106686E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.173257E+06, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.111732E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.162926E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.105477E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.159065E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.101814E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.174504E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.108217E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.201067E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.129780E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.241150E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.149427E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.150915E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.938792E+05, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.126142E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.809779E+05, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.132583E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.816451E+05, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.262670E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.154419E+06, 
    6,    1,   14,        9.010,       21.160,        2.000,   0.167695E+06, 
    6,    1,   14,       12.930,       30.360,        2.000,   0.107233E+06, 
    6,    1,   14,        9.010,       21.160,        2.000,   0.132912E+06, 
    6,    1,   14,       12.930,       30.360,        2.000,   0.827663E+05, 
    6,    1,   15,        9.010,       21.160,        2.000,   0.211724E+06, 
    6,    1,   15,       12.930,       30.360,        2.000,   0.131270E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.208364E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.137716E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.237175E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.154701E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.187218E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.124986E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.164882E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.106480E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.196792E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.122431E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.205972E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.136492E+06, 
    6,    1,   18,        9.010,       21.160,        2.000,   0.168829E+06, 
    6,    1,   18,       12.930,       30.360,        2.000,   0.110947E+06, 
    6,    1,   18,        9.010,       21.160,        2.000,   0.148911E+06, 
    6,    1,   18,       12.930,       30.360,        2.000,   0.102670E+06, 
    6,    1,   18,        9.010,       21.160,        2.000,   0.265278E+06, 
    6,    1,   18,       12.930,       30.360,        2.000,   0.165214E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.183154E+06, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.109328E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.268383E+06, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.163796E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.317151E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.161179E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.803932E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.505141E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.951581E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.703911E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.983661E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.675677E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.755854E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.555034E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.925920E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.687280E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.962881E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.752838E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.547659E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.375465E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.418676E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.248373E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.530750E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.321500E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.499537E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.291524E+06, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.514878E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.321711E+06, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.210696E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.115624E+06, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.360756E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.191960E+06, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.298030E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.195918E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.527947E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.317074E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.195367E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.104985E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.453194E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.282155E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.288215E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.169697E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.227173E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.134380E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.394124E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.215123E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.353946E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.201770E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.211441E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.145846E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.562897E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.343525E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.523326E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.350875E+06, 
    6,    1,   14,        9.010,       21.160,        2.000,   0.468648E+06, 
    6,    1,   14,       12.930,       30.360,        2.000,   0.303166E+06, 
    6,    1,   14,        9.010,       21.160,        2.000,   0.404379E+06, 
    6,    1,   14,       12.930,       30.360,        2.000,   0.232911E+06, 
    6,    1,   14,        9.010,       21.160,        2.000,   0.271780E+06, 
    6,    1,   14,       12.930,       30.360,        2.000,   0.130649E+06, 
    6,    1,   14,        9.010,       21.160,        2.000,   0.304510E+06, 
    6,    1,   14,       12.930,       30.360,        2.000,   0.166393E+06, 
    6,    1,   14,        9.010,       21.160,        2.000,   0.580887E+06, 
    6,    1,   14,       12.930,       30.360,        2.000,   0.372544E+06, 
    6,    1,   14,        9.010,       21.160,        2.000,   0.304002E+06, 
    6,    1,   14,       12.930,       30.360,        2.000,   0.185100E+06, 
    6,    1,   15,        9.010,       21.160,        2.000,   0.285097E+06, 
    6,    1,   15,       12.930,       30.360,        2.000,   0.129347E+06, 
    6,    1,   15,        9.010,       21.160,        2.000,   0.363013E+06, 
    6,    1,   15,       12.930,       30.360,        2.000,   0.212365E+06, 
    6,    1,   15,        9.010,       21.160,        2.000,   0.318983E+06, 
    6,    1,   15,       12.930,       30.360,        2.000,   0.173767E+06, 
    6,    1,   15,        9.010,       21.160,        2.000,   0.567699E+06, 
    6,    1,   15,       12.930,       30.360,        2.000,   0.335067E+06, 
    6,    1,   15,        9.010,       21.160,        2.000,   0.382379E+06, 
    6,    1,   15,       12.930,       30.360,        2.000,   0.235926E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.423702E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.236939E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.666863E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.377704E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.478074E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.271116E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.402332E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.250440E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.350308E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.188266E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.466370E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.272637E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.427449E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.262930E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.683383E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.438140E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.482585E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.299550E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.649642E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.426297E+06, 
    6,    1,   18,        9.010,       21.160,        2.000,   0.579822E+06, 
    6,    1,   18,       12.930,       30.360,        2.000,   0.356985E+06, 
    6,    1,   18,        9.010,       21.160,        2.000,   0.424228E+06, 
    6,    1,   18,       12.930,       30.360,        2.000,   0.247979E+06, 
    6,    1,   18,        9.010,       21.160,        2.000,   0.448087E+06, 
    6,    1,   18,       12.930,       30.360,        2.000,   0.266019E+06, 
    6,    1,   18,        9.010,       21.160,        2.000,   0.610302E+06, 
    6,    1,   18,       12.930,       30.360,        2.000,   0.385238E+06, 
    6,    1,   19,        9.010,       21.160,        2.000,   0.546447E+06, 
    6,    1,   19,       12.930,       30.360,        2.000,   0.345771E+06, 
    6,    1,    6,        9.010,       21.160,        2.000,   0.122658E+07, 
    6,    1,    6,       12.930,       30.360,        2.000,   0.979028E+06, 
    6,    1,    6,        9.010,       21.160,        2.000,   0.122482E+07, 
    6,    1,    6,       12.930,       30.360,        2.000,   0.976657E+06, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.117070E+07, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.909213E+06, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.122534E+07, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.889821E+06, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.134550E+07, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.990556E+06, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.121759E+07, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.908679E+06, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.112469E+07, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.766356E+06, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.107397E+07, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.758861E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.108218E+07, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.821781E+06, 
